Month,Price
2093,45.4971
2094,45.4718
2095,47.6893
2096,46.0422
2097,44.5534
2098,46.768
2099,44.5226
2100,43.8185
2101,43.1078
2102,43.6253
2103,44.5943
2104,47.5989
2105,47.3045
2106,48.0158
2107,47.6556
2108,46.4124
2109,46.5363
2110,46.084
2111,45.0465
2112,43.4115
2113,41.4283
2114,40.2414
2115,39.9495
2116,41.2303
2117,39.6756
2118,40.1555
2119,40.2828
2120,39.5403
2121,39.2716
2122,39.1545
2123,38.5939
2124,38.9283
2125,37.8455
2126,36.4406
2127,36.2717
2128,37.3574
2129,36.4591
2130,36.6045
2131,36.3592
2132,37.2517
2133,36.2297
2134,35.9828
2135,34.2363
2136,36.0641
2137,35.5668
2138,34.6659
2139,34.5128
2140,34.2836
2141,35.4
2142,35.8499
2143,36.3693
2144,35.6915
2145,35.8999
2146,35.9852
2147,37.9672
2148,38.7146
2149,38.5962
2150,38.4205
2151,38.8629
2152,39.5239
2153,40.21
2154,38.9562
2155,39.4062
2156,38.6065
2157,40.8469
2158,42.7062
2159,41.9512
2160,43.8519
2161,44.2785
2162,43.7784
2163,44.2971
2164,44.8425
2165,46.249
2166,46.8056
2167,47.9872
2168,47.1957
2169,45.7011
2170,46.5708
2171,46.0409
2172,45.75
2173,46.6965
2174,48.6973
2175,49.302
2176,51.7742
2177,55.2526
2178,54.0749
2179,54.0669
2180,52.6084
2181,54.1893
2182,53.0101
2183,53.8819
2184,50.875
2185,52.2222
2186,51.3909
2187,51.3529
2188,51.1511
2189,49.0595
2190,48.4472
2191,48.7312
2192,48.6842
2193,48.6349
2194,49.155
2195,49.8216
2196,51.1482
2197,50.4878
2198,51.0466
2199,50.9376
2200,49.9173
2201,49.4659
2202,47.6919
2203,47.4627
2204,45.6669
2205,46.4095
2206,47.4935
2207,48.4576
2208,50.3374
2209,48.2972
2210,47.6448
2211,46.1886
2212,46.5059
2213,46.375
2214,46.1576
2215,46.5901
2216,46.4058
2217,47.8069
2218,44.3851
2219,44.3824
2220,44.0619
2221,42.3479
2222,42.9048
2223,43.3644
2224,41.7517
2225,41.2279
2226,41.1697
2227,41.6317
2228,40.3436
2229,41.4982
2230,41.0565
2231,40.8954
2232,42.3648
2233,42.3779
2234,43.2746
2235,42.9219
2236,42.1077
2237,40.7073
2238,41.3489
2239,40.4796
2240,41.0562
2241,39.9774
2242,40.4712
2243,40.7781
2244,40.4165
2245,39.6543
2246,41.3391
2247,42.4727
2248,43.1917
2249,42.2249
2250,41.805
2251,42.3943
2252,43.9079
2253,45.065
2254,44.6304
2255,45.0416
2256,45.1294
2257,45.985
2258,43.5575
2259,43.1149
2260,41.7994
2261,40.8059
2262,40.1023
2263,41.0607
2264,40.8869
2265,41.7228
2266,41.0024
2267,42.4428
2268,40.8218
2269,41.16
2270,39.2077
2271,39.8005
2272,39.4748
2273,38.2395
2274,39.0914
2275,38.8585
2276,39.7471
2277,39.0811
2278,41.1652
2279,41.2865
2280,41.4651
2281,40.5088
2282,40.5056
2283,40.7078
2284,40.3849
2285,40.7733
2286,41.562
2287,43.5977
2288,42.6567
2289,43.9534
2290,45.6891
2291,47.8401
2292,47.0532
2293,49.0501
2294,51.0671
2295,52.4234
2296,50.3095
2297,50.7605
2298,51.569
2299,52.6802
2300,53.62
2301,53.7443
2302,51.9496
2303,51.1039
2304,54.7417
2305,53.9167
2306,55.442
2307,58.2204
2308,55.9771
2309,56.8018
2310,58.4938
2311,55.3068
2312,57.3043
2313,58.7516
2314,58.3223
2315,58.4951
2316,59.102
2317,56.3986
2318,55.4663
2319,55.5576
2320,56.2692
2321,54.2223
2322,53.2028
2323,51.4081
2324,51.5623
2325,50.114
2326,50.2371
2327,54.1893
2328,54.2889
2329,54.0483
2330,48.4879
2331,44.8298
2332,43.618
2333,45.389
2334,45.5429
2335,45.6037
2336,45.3893
2337,45.7926
2338,46.459
2339,45.3625
2340,45.9343
2341,43.2655
2342,42.5649
2343,43.4446
2344,42.4291
2345,43.6351
2346,43.5257
2347,43.6399
2348,42.7101
2349,41.921
2350,42.4778
2351,43.2926
2352,43.3968
2353,41.1631
2354,42.2695
2355,40.1188
2356,40.7148
2357,40.53
2358,40.3516
2359,41.0725
2360,43.787
2361,41.7162
2362,44.2887
2363,45.0122
2364,43.069
2365,41.0716
2366,41.6406
2367,42.5729
2368,42.5324
2369,41.9428
2370,42.2263
2371,43.521
2372,43.7961
2373,44.5023
2374,47.1548
2375,46.2866
2376,46.7368
2377,46.4758
2378,48.0084
2379,48.3381
2380,49.8676
2381,51.1541
2382,52.639
2383,52.6914
2384,52.5096
2385,52.7476
2386,54.4614
2387,54.9602
2388,54.3661
2389,55.3441
2390,55.2095
2391,53.7239
2392,49.3912
2393,51.122
2394,49.281
2395,52.3891
2396,52.7779
2397,53.5523
2398,52.9644
2399,53.145
2400,54.1897
2401,55.8447
2402,53.8368
2403,55.3989
2404,56.5544
2405,57.0706
2406,55.858
2407,53.3703
2408,55.0147
2409,57.2151
2410,57.1443
2411,57.1916
2412,59.2024
2413,60.0675
2414,59.927
2415,61.0812
2416,64.2863
2417,64.0197
2418,65.1969
2419,66.056
2420,67.8594
2421,65.8069
2422,65.6847
2423,66.0349
2424,65.0281
2425,63.1103
2426,64.7512
2427,64.8424
2428,62.3582
2429,63.0508
2430,59.7877
2431,59.5784
2432,59.1273
2433,61.3909
2434,61.0965
2435,59.8891
2436,62.0416
2437,63.2504
2438,62.5994
2439,61.5388
2440,59.3597
2441,58.5565
2442,59.0722
2443,58.4909
2444,57.4807
2445,56.9977
2446,55.9795
2447,55.0771
2448,55.0482
2449,58.3331
2450,59.583
2451,59.6919
2452,60.7976
2453,59.4863
2454,60.1362
2455,63.0722
2456,64.7015
2457,64.3983
2458,64.8017
2459,67.9835
2460,70.1644
2461,68.3712
2462,67.253
2463,65.1986
2464,65.8287
2465,66.7689
2466,69.5796
2467,71.1665
2468,70.3904
2469,69.9466
2470,70.5165
2471,71.7049
2472,71.6154
2473,74.0244
2474,73.8277
2475,75.9619
2476,78.5498
2477,82.4989
2478,82.1669
2479,85.8065
2480,85.9587
2481,83.5313
2482,84.1599
2483,82.1573
2484,83.7018
2485,88.1894
2486,88.5048
2487,88.6846
2488,87.9732
2489,86.2119
2490,85.0134
2491,84.8118
2492,82.8804
2493,84.8826
2494,82.4277
2495,86.2335
2496,88.0614
2497,88.4198
2498,86.6777
2499,84.3334
2500,83.387
2501,79.0015
2502,76.0762
2503,78.36
2504,79.0076
2505,78.7589
2506,76.4594
2507,77.2451
2508,77.3797
2509,75.6348
2510,79.3636
2511,82.0495
2512,79.9894
2513,80.8459
2514,79.1526
2515,77.799
2516,77.1697
2517,74.8758
2518,76.3948
2519,75.6919
2520,76.2891
2521,73.0776
2522,70.2674
2523,71.3659
2524,71.9136
2525,74.656
2526,77.2316
2527,76.8103
2528,75.2885
2529,76.1254
2530,72.9591
2531,73.2935
2532,72.0493
2533,69.1549
2534,64.205
2535,63.1475
2536,64.3422
2537,61.2069
2538,65.3426
2539,62.1137
2540,61.5573
2541,63.0106
2542,60.8357
2543,59.8363
2544,59.1721
2545,60.558
2546,60.6684
2547,61.3889
2548,60.7528
2549,58.4253
2550,57.4093
2551,58.3185
2552,55.3863
2553,54.6961
2554,55.9043
2555,57.7598
2556,59.3001
2557,58.5782
2558,59.189
2559,59.2245
2560,60.4704
2561,59.2002
2562,55.8262
2563,56.6759
2564,56.2927
2565,55.3027
2566,56.1936
2567,57.5726
2568,54.1919
2569,52.0041
2570,52.3659
2571,53.6161
2572,54.3965
2573,53.8555
2574,54.2653
2575,54.2158
2576,54.5168
2577,55.0313
2578,56.7142
2579,56.1154
2580,53.7525
2581,54.4319
2582,55.4664
2583,53.5539
2584,51.3741
2585,49.2674
2586,49.905
2587,49.1238
2588,48.4757
2589,46.5683
2590,46.2892
2591,47.1033
2592,46.6187
2593,45.5238
2594,45.7228
2595,48.1571
2596,47.0029
2597,46.8912
2598,47.8021
2599,50.1569
2600,50.2176
2601,52.8715
2602,54.5496
2603,56.8247
2604,54.7727
2605,55.2295
2606,55.4179
2607,54.6575
2608,54.4728
2609,54.1027
2610,54.7155
2611,53.2654
2612,54.4867
2613,53.7345
2614,53.61
2615,54.9251
2616,54.3154
2617,52.8186
2618,53.8338
2619,55.3956
2620,58.2375
2621,60.5152
2622,62.9094
2623,60.4845
2624,61.4986
2625,61.5507
2626,60.2633
2627,62.092
2628,63.3443
2629,65.2677
2630,64.5833
2631,65.8781
2632,68.2894
2633,65.9917
2634,66.6163
2635,67.3828
2636,66.8513
2637,67.1791
2638,68.8838
2639,68.2698
2640,66.6619
2641,65.7889
2642,63.7878
2643,62.4258
2644,64.4006
2645,66.7069
2646,66.6717
2647,71.8143
2648,70.243
2649,68.6069
2650,68.7955
2651,67.3399
2652,64.2131
2653,66.4137
2654,64.9138
2655,68.1198
2656,66.3449
2657,67.1176
2658,69.1778
2659,68.6111
2660,71.5747
2661,72.6047
2662,73.9814
2663,75.3889
2664,72.2005
2665,72.5656
2666,71.6449
2667,71.0088
2668,72.7467
2669,73.8784
2670,70.812
2671,69.5979
2672,66.4475
2673,66.8584
2674,67.7996
2675,67.8235
2676,67.2379
2677,71.8202
2678,71.6285
2679,69.565
2680,67.8574
2681,66.6602
2682,65.4456
2683,63.2156
2684,64.2886
2685,62.9138
2686,61.3764
2687,63.2666
2688,62.4784
2689,64.9093
2690,64.091
2691,66.622
2692,65.1536
2693,66.1255
2694,62.7633
2695,62.4028
2696,61.7349
2697,59.8938
2698,59.9011
2699,60.5883
2700,58.1251
2701,56.2883
2702,56.6149
2703,56.7078
2704,56.2875
2705,57.2206
2706,56.5078
2707,54.142
2708,52.6848
2709,56.7829
2710,58.2763
2711,56.9207
2712,56.0427
2713,59.7533
2714,61.2015
2715,61.6884
2716,59.8852
2717,62.1955
2718,57.9227
2719,58.4466
2720,57.4253
2721,56.9243
2722,55.9086
2723,55.5025
2724,54.7439
2725,53.1845
2726,52.8485
2727,57.5539
2728,58.4179
2729,58.4831
2730,59.8078
2731,64.8623
2732,67.6177
2733,68.5478
2734,68.2329
2735,67.5029
2736,67.373
2737,66.3785
2738,65.8247
2739,62.1751
2740,61.2367
2741,60.0978
2742,61.1103
2743,64.0438
2744,66.5612
2745,65.238
2746,66.3835
2747,67.8762
2748,69.3865
2749,67.6821
2750,67.025
2751,66.2304
2752,66.3732
2753,65.6841
2754,63.3633
2755,62.3461
2756,60.0689
2757,59.4301
2758,58.7695
2759,59.0831
2760,57.6202
2761,61.2047
2762,61.3246
2763,60.3591
2764,62.6348
2765,64.4176
2766,61.4721
2767,61.1296
2768,57.9758
2769,56.8629
2770,55.6001
2771,54.512
2772,55.6608
2773,54.5346
2774,53.2277
2775,52.9346
2776,51.9126
2777,51.0982
2778,51.7645
2779,53.7702
2780,55.3824
2781,55.2965
2782,57.6013
2783,57.4497
2784,55.9685
2785,54.9168
2786,55.0536
2787,53.0576
2788,53.1994
2789,53.0613
2790,54.5754
2791,52.4077
2792,52.2835
2793,52.6125
2794,50.329
2795,49.8852
2796,48.4501
2797,52.5192
2798,51.2536
2799,53.3493
2800,54.2353
2801,58.4813
2802,58.7238
2803,60.8464
2804,61.3437
2805,62.9159
2806,62.437
2807,60.7662
2808,56.964
2809,57.0321
2810,54.1467
2811,56.2784
2812,58.2926
2813,56.459
2814,55.775
2815,56.1539
2816,57.4388
2817,55.756
2818,56.1829
2819,54.7601
2820,54.3404
2821,54.5834
2822,56.7037
2823,56.6161
2824,54.8653
2825,55.1795
2826,55.0482
2827,55.497
2828,56.3757
2829,54.5705
2830,53.8208
2831,53.5402
2832,53.8975
2833,55.2226
2834,55.1686
2835,51.3179
2836,48.7954
2837,50.8778
2838,50.8612
2839,51.1352
2840,53.3765
2841,54.5247
2842,54.7304
2843,53.9647
2844,53.8174
2845,53.5817
2846,53.5723
2847,52.7609
2848,50.4374
2849,48.8814
2850,49.1377
2851,48.8908
2852,47.4597
2853,45.9591
2854,45.5221
2855,44.3124
2856,46.2286
2857,45.881
2858,45.4465
2859,46.6254
2860,47.5153
2861,48.1741
2862,47.5902
2863,45.511
2864,45.7998
2865,45.5537
2866,49.7509
2867,48.7211
2868,48.1369
2869,46.8124
2870,46.3435
2871,47.2596
2872,46.1826
2873,46.8405
2874,47.2996
2875,48.3488
2876,49.6116
2877,51.6087
2878,50.3059
2879,51.0688
2880,52.6364
2881,51.8887
2882,51.617
2883,52.952
2884,53.2251
2885,53.1094
2886,54.6165
2887,53.0748
2888,52.4321
2889,51.5195
2890,51.8134
2891,49.7412
2892,49.4467
2893,48.9827
2894,50.8029
2895,50.2936
2896,49.7619
2897,48.3199
2898,48.8471
2899,49.456
2900,50.6754
2901,49.1923
2902,49.2028
2903,49.6548
2904,47.5224
2905,45.7929
2906,45.801
2907,45.8938
2908,46.875
2909,47.6787
2910,47.3124
2911,49.2464
2912,48.4479
2913,46.4271
2914,46.0349
2915,44.8368
2916,46.7769
2917,44.5985
2918,44.5259
2919,44.5081
2920,45.5263
2921,45.3086
2922,44.8684
2923,45.5298
2924,46.3111
2925,45.1461
2926,47.0738
2927,49.5388
2928,49.3353
2929,49.2731
2930,50.6915
2931,51.3436
2932,51.1547
2933,51.3961
2934,50.0693
2935,49.3868
2936,47.8087
2937,45.8622
2938,45.4074
2939,47.134
2940,48.2775
2941,49.3346
2942,49.1035
2943,44.3887
2944,42.1192
2945,42.9391
2946,41.5451
2947,42.1662
2948,42.1385
2949,42.0822
2950,42.6126
2951,40.5475
2952,39.0503
2953,39.2836
2954,41.3449
2955,40.3565
2956,40.6552
2957,42.486
2958,44.8861
2959,44.9977
2960,46.1851
2961,45.0106
2962,46.8339
2963,47.7228
2964,47.5536
2965,48.9836
2966,49.9531
2967,50.969
2968,51.0669
2969,49.1708
2970,48.6024
2971,50.8665
2972,53.2914
2973,53.2796
2974,53.5021
2975,51.0769
2976,49.2352
2977,49.9964
2978,49.6658
2979,49.2225
2980,51.8665
2981,51.9449
2982,53.7594
2983,54.3809
2984,52.582
2985,51.3311
2986,51.1665
2987,50.8947
2988,52.1746
2989,50.2315
2990,49.7044
2991,49.4316
2992,48.681
2993,47.072
2994,47.3534
2995,48.5266
2996,47.8034
2997,46.7459
2998,46.5063
2999,47.6835
3000,47.7107
3001,48.7342
3002,48.3132
3003,50.3958
3004,49.3436
3005,47.5907
3006,48.9974
3007,49.4404
3008,49.5802
3009,52.6391
3010,53.351
3011,52.6183
3012,54.8425
3013,53.4527
3014,53.0836
3015,50.7489
3016,52.1318
3017,54.497
3018,53.4626
3019,53.9358
3020,53.596
3021,53.522
3022,54.0637
3023,53.8652
3024,54.1047
3025,56.2114
3026,54.7378
3027,53.4429
3028,53.8543
3029,53.3463
3030,53.2267
3031,55.233
3032,55.9184
3033,55.1712
3034,52.6634
3035,53.9344
3036,51.4439
3037,54.2196
3038,56.6386
3039,59.0631
3040,59.159
3041,60.2989
3042,58.3493
3043,56.9598
3044,54.5246
3045,54.4305
3046,54.0785
3047,55.2372
3048,56.368
3049,54.9116
3050,57.4568
3051,59.2664
3052,57.5363
3053,54.6593
3054,55.762
3055,57.6854
3056,56.3936
3057,58.4122
3058,59.003
3059,62.9575
3060,62.2701
3061,61.8781
3062,62.3322
3063,61.8783
3064,60.1187
3065,59.2577
3066,59.8761
3067,61.5404
3068,60.7012
3069,61.7516
3070,63.1185
3071,60.9518
3072,60.4221
3073,58.6519
3074,57.6106
3075,57.611
3076,57.446
3077,59.3038
3078,61.0658
3079,61.8453
3080,63.9242
3081,64.0971
3082,66.0528
3083,67.5424
3084,69.9307
3085,68.9771
3086,73.0112
3087,73.3945
3088,71.5206
3089,71.7678
3090,68.1412
3091,65.6003
3092,65.785
3093,68.5663
3094,66.498
3095,65.4863
3096,66.0019
3097,66.7592
3098,67.0551
3099,69.6785
3100,70.4485
3101,68.0729
3102,68.0489
3103,67.9205
3104,68.2368
3105,67.449
3106,67.1694
3107,63.8253
3108,64.997
3109,61.8149
3110,60.4342
3111,61.6039
3112,63.6412
3113,64.8046
3114,64.1755
3115,63.4997
3116,62.9475
3117,65.0307
3118,63.4989
3119,62.1596
3120,62.6674
3121,61.6339
3122,60.4969
3123,60.5602
3124,58.9251
3125,56.8194
3126,57.5632
3127,58.4216
3128,60.3002
3129,60.4532
3130,61.6834
3131,59.5046
3132,58.03
3133,55.8891
3134,56.5362
3135,57.0407
3136,55.2281
3137,54.169
3138,52.1377
3139,50.9719
3140,51.9289
3141,54.292
3142,53.3193
3143,55.9096
3144,55.9687
3145,52.3222
3146,52.1778
3147,49.9105
3148,50.9317
3149,51.5136
3150,52.9392
3151,53.2723
3152,52.1259
3153,50.6756
3154,47.7073
3155,45.9823
3156,44.0304
3157,42.876
3158,42.3502
3159,43.2779
3160,43.0055
3161,40.2437
3162,41.7658
3163,42.8179
3164,42.1083
3165,43.7201
3166,43.0384
3167,42.6318
3168,41.2146
3169,40.2983
3170,39.6814
3171,40.4835
3172,44.0061
3173,42.4137
3174,43.5949
3175,43.6703
3176,43.7965
3177,42.7469
3178,43.9339
3179,43.1449
3180,44.3374
3181,45.1329
3182,46.2041
3183,47.7912
3184,48.5836
3185,49.3601
3186,49.9527
3187,50.4387
3188,50.6445
3189,49.4757
3190,49.936
3191,49.6432
3192,49.5862
3193,48.8342
3194,49.55
3195,49.4654
3196,49.9437
3197,47.6868
3198,48.6659
3199,48.5633
3200,50.8362
3201,51.4462
3202,47.3845
3203,46.5
3204,46.5295
3205,45.3312
3206,44.1222
3207,45.602
3208,45.5603
3209,46.4599
3210,44.9469
3211,44.0761
3212,44.0903
3213,43.0167
3214,42.9282
3215,44.8388
3216,44.6771
3217,43.6303
3218,43.6248
3219,43.6352
3220,43.723
3221,42.9984
3222,42.0133
3223,41.4586
3224,40.8441
3225,40.3548
3226,39.696
3227,39.796
3228,40.5905
3229,40.1846
3230,39.9973
3231,39.354
3232,40.3209
3233,40.5778
3234,40.8919
3235,40.7311
3236,41.5455
3237,41.7487
3238,40.4606
3239,40.3653
3240,41.5375
3241,41.8698
3242,41.9417
3243,42.153
3244,42.3478
3245,42.806
3246,43.1602
3247,41.0719
3248,40.1505
3249,38.2742
3250,36.8209
3251,36.9538
3252,36.6254
3253,35.7002
3254,34.8107
3255,33.9188
3256,35.2385
3257,36.058
3258,35.0615
3259,35.6758
3260,34.5938
3261,33.5913
3262,32.696
3263,32.9792
3264,33.0649
3265,34.8965
3266,36.0402
3267,37.5909
3268,37.8735
3269,37.6613
3270,38.1891
3271,38.0609
3272,37.0112
3273,35.7767
3274,36.8571
3275,35.6912
3276,35.9836
3277,36.7449
3278,35.0646
3279,34.0969
3280,34.2853
3281,33.5954
3282,33.7868
3283,32.4237
3284,32.7515
3285,31.9099
3286,32.1198
3287,31.7338
3288,31.1993
3289,31.3071
3290,31.6077
3291,31.1364
3292,31.847
3293,33.3352
3294,32.3569
3295,33.2022
3296,33.0763
3297,32.7295
3298,31.6861
3299,32.2283
3300,32.0317
3301,31.333
3302,33.2219
3303,34.9609
3304,34.888
3305,34.2214
3306,32.2573
3307,32.6507
3308,31.5887
3309,32.1066
3310,32.0237
3311,32.637
3312,32.5324
3313,33.7226
3314,32.9563
3315,31.6261
3316,31.8909
3317,30.2685
3318,30.6425
3319,30.6272
3320,31.324
3321,32.8388
3322,32.2486
3323,31.0479
3324,30.7664
3325,30.9465
3326,31.4782
3327,30.6767
3328,30.0441
3329,28.364
3330,29.0802
3331,30.2172
3332,30.9515
3333,31.4992
3334,32.2938
3335,32.6381
3336,32.5215
3337,33.9903
3338,35.4947
3339,35.3179
3340,36.9125
3341,36.2188
3342,35.5361
3343,37.742
3344,36.899
3345,36.603
3346,38.0462
3347,36.7756
3348,36.7159
3349,36.0609
3350,37.1217
3351,36.5688
3352,35.8106
3353,35.4428
3354,36.2307
3355,35.6111
3356,35.8002
3357,35.1076
3358,33.6726
3359,34.6025
3360,33.9273
3361,32.9951
3362,32.2073
3363,32.5926
3364,33.9225
3365,32.6226
3366,32.4749
3367,30.8518
3368,30.6353
3369,29.448
3370,29.8874
3371,29.1794
3372,28.1275
3373,28.2605
3374,27.9564
3375,27.5633
3376,28.2271
3377,28.3113
3378,27.8508
3379,27.9885
3380,28.1279
3381,28.0583
3382,28.4078
3383,28.8987
3384,28.9208
3385,29.1147
3386,29.274
3387,29.317
3388,30.0621
3389,29.7558
3390,30.1463
3391,30.3332
3392,28.4901
3393,27.1714
3394,26.353
3395,26.7195
3396,27.0179
3397,28.1079
3398,27.6877
3399,27.8861
3400,28.1536
3401,29.0183
3402,27.875
3403,28.0276
3404,28.0946
3405,27.415
3406,28.2735
3407,28.9829
3408,27.4774
3409,26.4729
3410,28.6633
3411,28.6322
3412,26.9066
3413,27.9793
3414,27.1854
3415,27.851
3416,28.1385
3417,26.4779
3418,26.5738
3419,26.0957
3420,26.9347
3421,28.5361
3422,28.078
3423,28.9887
3424,30.1097
3425,29.6845
3426,30.093
3427,30.1034
3428,32.2019
3429,33.471
3430,32.8983
3431,34.6597
3432,34.6957
3433,33.6994
3434,36.9187
3435,38.1569
3436,38.3766
3437,40.4904
3438,41.8954
3439,42.7088
3440,42.6768
3441,41.06
3442,38.6347
3443,37.9056
3444,38.5093
3445,40.6428
3446,38.8011
3447,39.3695
3448,40.1471
3449,39.7116
3450,38.8835
3451,35.9638
3452,35.3885
3453,34.6495
3454,33.9444
3455,33
3456,30.9904
3457,30.9949
3458,29.6385
3459,30.6749
3460,30.774
3461,32.41
3462,33.5329
3463,33.1037
3464,31.9501
3465,32.9319
3466,32.4905
3467,32.9846
3468,32.3391
3469,32.8586
3470,33.2529
3471,32.7412
3472,33.3699
3473,35.0946
3474,35.0186
3475,34.8751
3476,34.5391
3477,35.0278
3478,35.2488
3479,35.2753
3480,34.7944
3481,32.4606
3482,34.1846
3483,34.626
3484,34.6741
3485,35.4194
3486,34.3607
3487,34.0582
3488,34.7613
3489,36.6994
3490,37.8934
3491,39.1519
3492,39.0821
3493,37.1344
3494,38.6516
3495,37.9087
3496,35.7331
3497,35.1759
3498,34.3204
3499,33.2529
3500,33.5925
3501,32.8471
3502,32.4642
3503,32.6394
3504,32.0933
3505,31.7621
3506,31.0286
3507,31.0139
3508,30.9838
3509,30.3392
3510,30.125
3511,30.5183
3512,30.8078
3513,31.1509
3514,31.0818
3515,32.321
3516,32.5587
3517,31.8562
3518,32.677
3519,32.3164
3520,33.5492
3521,33.242
3522,31.8841
3523,31.5946
3524,31.6359
3525,31.4976
3526,31.6012
3527,32.617
3528,30.5155
3529,30.1867
3530,30.6112
3531,32.5858
3532,33.8987
3533,32.5436
3534,33.8701
3535,34.3163
3536,34.7655
3537,35.0636
3538,34.6483
3539,35.0747
3540,35.4988
3541,34.7672
3542,34.4431
3543,35.5321
3544,36.4212
3545,34.888
3546,33.0601
3547,32.8378
3548,34.1015
3549,33.9928
3550,33.5992
3551,35.6236
3552,36.0656
3553,35.7119
3554,36.2507
3555,37.264
3556,38.7465
3557,38.5446
3558,37.1309
3559,36.982
3560,35.8426
3561,35.4491
3562,35.7811
3563,36.7836
3564,35.734
3565,35.6165
3566,35.9929
3567,34.7189
3568,34.0267
3569,34.2995
3570,34.3162
3571,33.6782
3572,33.1372
3573,33.1563
3574,30.974
3575,31.1678
3576,30.8582
3577,30.2894
3578,29.9402
3579,30.5596
3580,29.3647
3581,29.6783
3582,30.2321
3583,29.3463
3584,29.3413
3585,29.3393
3586,29.1186
3587,27.853
3588,27.9683
3589,27.4693
3590,26.9353
3591,27.233
3592,26.4876
3593,26.6544
3594,29.264
3595,30.6785
3596,29.9745
3597,29.2119
3598,29.9399
3599,30.4251
3600,30.372
3601,31.4161
3602,32.0783
3603,32.9935
3604,32.8137
3605,32.5142
3606,32.9583
3607,33.4164
3608,32.9745
3609,34.1157
3610,35.3713
3611,34.068
3612,33.4479
3613,33.949
3614,34.2641
3615,35.362
3616,36.4537
3617,36.4135
3618,36.6233
3619,35.3833
3620,35.364
3621,36.6691
3622,36.2027
3623,35.6556
3624,35.8181
3625,35.5234
3626,36.3841
3627,36.8395
3628,38.1592
3629,37.8705
3630,38.381
3631,39.0949
3632,39.5639
3633,37.8906
3634,37.2331
3635,37.7205
3636,38.3449
3637,39.7754
3638,38.5357
3639,39.1353
3640,37.8925
3641,38.6826
3642,37.8845
3643,39.1177
3644,38.0395
3645,38.2807
3646,38.6665
3647,39.1635
3648,39.8556
3649,41.2276
3650,41.9557
3651,38.9765
3652,38.4325
3653,37.4669
3654,36.8003
3655,38.7148
3656,37.8028
3657,38.2907
3658,38.678
3659,37.6389
3660,37.0879
3661,36.1132
3662,35.9911
3663,35.0203
3664,32.364
3665,31.9456
3666,31.3495
3667,33.1671
3668,32.9598
3669,33.6565
3670,33.9467
3671,33.7363
3672,33.1278
3673,33.2826
3674,33.2314
3675,33.5504
3676,32.9753
3677,33.6506
3678,34.3721
3679,35.3796
3680,36.7757
3681,36.1289
3682,35.9729
3683,35.2076
3684,36.9953
3685,37.1109
3686,37.077
3687,37.0833
3688,36.5077
3689,37.7069
3690,39.0071
3691,37.8204
3692,37.6778
3693,38.9081
3694,40.1162
3695,39.3583
3696,39.6077
3697,40.8383
3698,41.3353
3699,40.9224
3700,42.8785
3701,42.3117
3702,42.3228
3703,42.655
3704,42.8617
3705,42.5509
3706,40.9687
3707,40.8396
3708,39.4177
3709,39.4064
3710,41.0257
3711,42.4279
3712,44.0881
3713,43.2978
3714,42.3032
3715,44.5748
3716,45.7284
3717,45.7604
3718,46.7516
3719,45.5474
3720,45.2126
3721,46.8511
3722,46.3349
3723,47.0422
3724,47.7882
3725,50.7141
3726,52.2839
3727,50.7323
3728,50.5195
3729,50.2931
3730,49.503
3731,52.0558
3732,54.5525
3733,55.9776
3734,55.7316
3735,58.2793
3736,58.3029
3737,58.9736
3738,58.9787
3739,56.9778
3740,56.1549
3741,57.375
3742,58.1227
3743,55.5704
3744,52.698
3745,52.4816
3746,52.2831
3747,51.7248
3748,52.3252
3749,52.2752
3750,50.7287
3751,53.9211
3752,55.6711
3753,55.0921
3754,56.2144
3755,55.6635
3756,55.7624
3757,54.7268
3758,52.8263
3759,53.3325
3760,55.0311
3761,56.216
3762,57.5946
3763,57.6214
3764,58.2504
3765,58.9843
3766,58.4456
3767,59.8312
3768,57.8102
3769,58.6424
3770,58.1878
3771,59.6191
3772,59.7332
3773,59.4777
3774,56.0785
3775,55.8486
3776,55.0081
3777,55.6285
3778,58.8284
3779,57.6256
3780,57.8534
3781,56.9283
3782,55.9941
3783,56.5684
3784,56.4082
3785,53.6627
3786,52.9075
3787,53.2997
3788,52.8785
3789,53.528
3790,52.5403
3791,51.4731
3792,51.323
3793,49.6985
3794,48.1416
3795,47.1869
3796,46.2617
3797,45.3209
3798,46.4884
3799,46.2144
3800,46.636
3801,47.7245
3802,47.8903
3803,46.6264
3804,48.415
3805,47.1624
3806,46.6727
3807,45.3405
3808,44.7417
3809,43.4341
3810,43.2645
3811,44.2053
3812,46.5364
3813,45.4681
3814,46.767
3815,46.8325
3816,49.874
3817,49.9259
3818,50.6657
3819,48.9491
3820,48.7174
3821,48.3956
3822,47.0167
3823,46.6155
3824,45.6534
3825,45.6023
3826,45.937
3827,45.3709
3828,47.2411
3829,48.7193
3830,49.8196
3831,47.9229
3832,50.3361
3833,50.1308
3834,51.345
3835,50.4454
3836,51.2175
3837,50.5216
3838,50.6354
3839,49.2841
3840,48.6044
3841,50.1857
3842,49.4921
3843,49.189
3844,50.3091
3845,47.7244
3846,46.1002
3847,46.5244
3848,45.2353
3849,43.724
3850,45.6684
3851,45.0331
3852,44.6803
3853,43.9809
3854,41.9284
3855,42.6109
3856,43.755
3857,42.0266
3858,41.0205
3859,40.9338
3860,41.944
3861,41.9074
3862,42.577
3863,43.9067
